60055, 1729600, 2021-07-16, 334957132
60056, 1582900, 2023-06-08, 792594963
60057, 1227900, 2023-01-10, 823020952
60058, 1032000, 2017-08-08, 456357271
60059, 1376600, 2017-12-14, 596370325
60060, 1409200, 2019-04-15, 695365847
60061, 1708900, 2016-07-22, 616669968
60062, 1313200, 2017-02-08, 170897263
60063, 1461200, 2023-09-25, 317476616
60064, 429300, 2021-04-26, 703083369
60065, 652100, 2018-06-09, 285331316
60066, 703200, 2017-08-28, 713760703
60067, 1872800, 2020-04-23, 755316429
60068, 1541900, 2018-11-17, 438502630
60069, 1724400, 2022-08-27, 431614462
60070, 1443100, 2022-01-21, 653248248
60071, 1489900, 2019-03-22, 870578714
60072, 1337100, 2022-02-17, 595536928
60073, 1181700, 2019-04-22, 955512524
60074, 1861300, 2020-07-25, 206034103
60075, 1508400, 2021-05-09, 288931527
60076, 1842000, 2018-08-01, 360717568
60077, 511300, 2018-07-27, 930930631
60078, 752200, 2023-10-18, 555358520
60079, 354000, 2023-03-29, 566733417
60080, 941900, 2020-04-13, 546051913
60081, 1502700, 2019-12-26, 140438852
60082, 1209600, 2022-04-23, 558400848
60083, 1599500, 2016-04-16, 677281686
60084, 773400, 2017-05-14, 519184591
60085, 1709600, 2020-10-05, 741032849
60086, 1766900, 2019-10-26, 612761687
60087, 1408200, 2023-09-09, 367851502
60088, 1374200, 2021-12-14, 277581364
60089, 757900, 2019-12-16, 282777264
60090, 1421900, 2019-01-23, 771169086
60091, 718500, 2021-12-20, 297980362
60092, 1717200, 2017-03-31, 866165756
60093, 1035700, 2018-08-08, 555317561
60094, 1346600, 2019-02-14, 325189769
60095, 1202500, 2023-03-10, 467742030
60096, 1521200, 2019-04-26, 389081417
60097, 356300, 2017-05-21, 844688752
60098, 1558700, 2023-04-15, 251554458
60099, 216400, 2020-09-18, 789286089
60100, 691400, 2016-12-12, 716552207
60101, 1662800, 2016-11-30, 121099474
60102, 941900, 2022-01-22, 687162908
60103, 1592300, 2022-06-03, 730369624
60104, 1390300, 2018-05-11, 916618784
60105, 1419200, 2016-04-30, 589832249
60106, 886600, 2021-06-15, 211940271
60107, 445800, 2020-07-18, 749129868
60108, 1562100, 2021-06-21, 921176141
60109, 463800, 2019-09-14, 173543087
60110, 993000, 2022-11-06, 438931197
60111, 599200, 2019-08-26, 201121925
60112, 989100, 2016-12-07, 202137789
60113, 1919700, 2016-06-09, 175657085
60114, 1048700, 2021-08-27, 255471583
60115, 1845000, 2019-10-31, 772205325
60116, 1443000, 2018-07-08, 616931394
60117, 418900, 2016-02-06, 211681995
60118, 1394900, 2016-04-28, 785842597
60119, 1526200, 2018-02-28, 395329343
60120, 1500500, 2016-08-12, 254160239
60121, 780000, 2022-10-12, 871588283
60122, 552500, 2017-10-14, 749092753
60123, 303800, 2019-08-13, 286067083
60124, 955200, 2021-03-31, 374471754
60125, 717600, 2017-07-29, 901920033
60126, 354300, 2018-09-03, 845106600
60127, 1255100, 2017-09-07, 777841708
60128, 243400, 2019-10-24, 294564992
60129, 1796100, 2022-02-15, 508959657
60130, 941600, 2018-08-27, 940701424
60131, 999000, 2020-02-14, 758251267
60132, 789300, 2023-10-21, 820343628
60133, 855800, 2019-11-05, 540293578
60134, 1071100, 2022-09-07, 321207748
60135, 1396200, 2019-04-23, 957222597
60136, 1358700, 2020-11-13, 151022630
60137, 1544700, 2022-01-10, 914058595
60138, 705000, 2017-01-20, 241927856
60139, 457400, 2020-02-16, 772979162
60140, 1342200, 2022-03-18, 676173530
60141, 326500, 2021-04-29, 142231412
60142, 653400, 2023-07-16, 748321645
60143, 1396100, 2021-02-16, 459835355
60144, 531300, 2016-05-30, 505617046
60145, 1404800, 2018-09-11, 596105873
60146, 481700, 2021-02-20, 496947783
60147, 594900, 2023-12-19, 719800883
60148, 1329900, 2021-04-06, 298706489
60149, 1762300, 2018-05-05, 189130365
60150, 709300, 2018-05-16, 610529128
60151, 921600, 2023-02-13, 398816808
60152, 1954200, 2022-10-02, 194464189
60153, 1345600, 2018-03-27, 160430254
60154, 553300, 2018-01-16, 605803888
60155, 1623300, 2021-11-21, 377940281
60156, 929600, 2017-12-12, 155929174
60157, 582100, 2016-10-27, 314086589
60158, 658500, 2023-12-07, 544008710
60159, 516800, 2022-02-06, 760186073
60160, 1961100, 2017-09-07, 499567397
60161, 353000, 2018-09-20, 385264855
60162, 972200, 2016-12-18, 886521368
60163, 1367900, 2023-08-19, 147352000
60164, 1956500, 2023-02-07, 591855988
60165, 568800, 2016-11-04, 529696844
60166, 1732400, 2019-12-24, 701771176
60167, 963000, 2022-02-06, 924461513
60168, 507400, 2021-10-07, 690330220
60169, 960300, 2023-01-06, 360127062
60170, 498900, 2017-10-24, 998162680
60171, 408100, 2022-10-10, 211868646
60172, 1120700, 2016-12-25, 928028339
60173, 1272600, 2016-03-18, 969866573
60174, 1944600, 2022-08-01, 603978147
60175, 1260100, 2019-01-26, 124315461
60176, 1390200, 2021-01-16, 653506336
60177, 1851500, 2016-06-25, 752698532
60178, 371000, 2016-03-22, 941447047
60179, 1843700, 2016-09-03, 789716249
60180, 1695600, 2021-12-04, 445960907
60181, 701200, 2022-03-04, 294491763
60182, 366700, 2020-12-11, 246109872
60183, 651700, 2017-02-27, 195276350
60184, 1142600, 2016-08-29, 115854157
60185, 389300, 2022-11-15, 535012523
60186, 1540000, 2022-11-01, 772636751
60187, 1898800, 2016-01-12, 630888635
60188, 587300, 2016-10-12, 894776103
60189, 542300, 2019-08-17, 852040156
60190, 501300, 2016-11-28, 476952726
60191, 1043000, 2016-06-25, 759631074
60192, 643100, 2019-12-01, 306153524
60193, 287100, 2016-01-20, 930659993
60194, 1535600, 2016-04-09, 511388755
60195, 859200, 2018-06-18, 131648281
60196, 494500, 2022-04-20, 370148787
60197, 1103300, 2023-09-28, 254838575
60198, 1353100, 2022-12-11, 152446927
60199, 221500, 2021-01-14, 282712020
60200, 1322600, 2016-02-04, 332792027
60201, 1846000, 2016-09-21, 173674243
60202, 1833300, 2021-06-26, 174550095
60203, 1791300, 2020-06-19, 425719020
60204, 1247300, 2017-10-06, 321442977
60205, 574000, 2023-07-20, 964816798
60206, 1850000, 2019-07-10, 848775099
60207, 837300, 2018-03-20, 685576703
60208, 1280100, 2018-01-09, 973492888
60209, 938900, 2020-12-20, 651179397
60210, 510400, 2022-08-23, 661201113
60211, 1098100, 2017-10-03, 111808460
60212, 1224200, 2021-10-07, 120486344
60213, 699800, 2023-05-31, 597347289
60214, 541400, 2017-03-24, 742995349
60215, 1834700, 2023-09-01, 909211068
60216, 663700, 2017-02-23, 972179107
60217, 1757000, 2020-03-11, 537027626
60218, 935800, 2022-11-23, 603746421
60219, 565600, 2016-02-22, 151718097
60220, 1867300, 2021-09-14, 667670726
60221, 677900, 2023-04-24, 739144657
60222, 290900, 2023-11-11, 389821305
60223, 999900, 2022-11-19, 592910086
60224, 1284900, 2022-03-06, 403781065
60225, 817200, 2022-12-05, 133451337
60226, 877400, 2018-04-19, 595882268
60227, 1953800, 2023-07-22, 936232786
60228, 1407400, 2016-05-05, 802037906
60229, 484800, 2016-02-27, 374321539
60230, 307200, 2020-05-05, 343896602
60231, 1982100, 2019-09-27, 746014278
60232, 1199000, 2019-10-01, 857003121
60233, 1975600, 2021-11-19, 190396832
60234, 1111900, 2023-07-18, 371141630
60235, 289200, 2016-08-31, 476123680
60236, 1922100, 2016-01-04, 406142252
60237, 1526600, 2022-01-07, 584429446
60238, 1801300, 2019-03-03, 377653853
60239, 1473400, 2018-04-03, 397012290
60240, 399800, 2017-05-29, 321267187
60241, 772100, 2020-12-31, 508462763
60242, 1140700, 2019-11-20, 384343791
60243, 425200, 2020-01-23, 724421475
60244, 813700, 2023-04-29, 801351283
60245, 1758400, 2018-03-04, 333900849
60246, 510900, 2017-01-19, 713721271
60247, 1282700, 2022-02-25, 747319946
60248, 591600, 2023-11-16, 145513714
60249, 1151600, 2016-01-02, 966153432
60250, 588800, 2018-07-19, 422443595
60251, 733700, 2021-09-10, 606671424
60252, 711100, 2023-10-07, 955285169
60253, 1739300, 2020-02-25, 956981851
60254, 741000, 2017-05-07, 595525798
60255, 1956400, 2020-09-10, 441656590
60256, 1470300, 2023-11-03, 799468028
60257, 1140900, 2017-11-03, 928987014
60258, 441300, 2019-11-25, 550528879
60259, 972600, 2020-03-25, 161634282
60260, 258900, 2018-08-06, 377547174
60261, 407300, 2018-01-17, 339773457
60262, 704500, 2021-11-15, 182795960
60263, 1026600, 2021-01-02, 271382368
60264, 1056700, 2017-01-13, 982218780
60265, 1295300, 2022-04-14, 495954259
60266, 1894400, 2016-09-15, 113740383
60267, 410900, 2021-04-25, 944061887
60268, 655100, 2019-06-03, 508430036
60269, 1461800, 2020-06-23, 770482331
60270, 1394600, 2017-04-27, 380207392
60271, 1176900, 2023-02-24, 465947217
60272, 1603600, 2022-01-25, 338309740
60273, 200600, 2023-06-10, 691047700
60274, 1589600, 2022-09-07, 123746992
60275, 1281300, 2021-11-11, 402014775
60276, 1115900, 2018-03-04, 300056912
60277, 1107100, 2017-01-23, 812989405
60278, 970500, 2017-01-21, 750151580
60279, 1508300, 2020-02-13, 594791796
60280, 286100, 2016-02-15, 737011294
60281, 326800, 2016-04-16, 531777681
60282, 675200, 2023-03-28, 423664669
60283, 299500, 2023-07-12, 173851913
60284, 395900, 2018-09-05, 644297598
60285, 1515800, 2022-07-05, 252326988
60286, 659100, 2016-06-26, 392402099
60287, 858000, 2020-07-15, 693898552
60288, 207400, 2018-07-05, 774906391
60289, 836500, 2022-12-31, 410313633
60290, 1797800, 2021-12-15, 526712805
60291, 1580300, 2016-06-01, 690154583
60292, 306000, 2020-05-24, 743511745
60293, 768900, 2018-02-20, 645525253
60294, 739500, 2023-07-27, 302803320
60295, 1810500, 2022-06-30, 491112077
60296, 851100, 2021-08-21, 339595203
60297, 358800, 2016-01-30, 297186291
60298, 1897200, 2018-09-02, 939786881
60299, 1482300, 2022-02-08, 978880927
60300, 546200, 2021-10-20, 824201083
60301, 1802200, 2021-03-23, 422945503
60302, 1720100, 2016-02-18, 134954244
60303, 1328100, 2020-03-01, 871267469
60304, 660800, 2021-07-05, 250384138
60305, 898400, 2016-07-28, 874825789
60306, 897900, 2020-10-10, 825675637
60307, 1991300, 2016-11-23, 427665610
60308, 1098600, 2018-09-27, 802019028
60309, 347600, 2016-12-09, 691367215
60310, 1775800, 2023-07-27, 514244985
60311, 1845600, 2019-12-01, 524467607
60312, 842900, 2018-01-18, 574109330
60313, 721700, 2021-04-05, 732865266
60314, 926800, 2016-09-03, 811288675
60315, 1940500, 2022-06-28, 405196805
60316, 964600, 2020-06-15, 862880489
60317, 1330100, 2020-02-22, 433846682
60318, 521100, 2016-08-10, 140261187
60319, 1369900, 2023-09-29, 908223004
60320, 666000, 2017-02-20, 527996656
60321, 1628400, 2022-07-05, 796495511
60322, 1059000, 2016-06-03, 840571482
60323, 984700, 2020-10-10, 121105978
60324, 1139700, 2022-04-11, 782789671
60325, 796700, 2022-03-02, 407107705
60326, 1767700, 2016-02-19, 584974123
60327, 1563200, 2017-01-11, 130574255
60328, 1277200, 2017-06-08, 861385323
60329, 1087700, 2022-11-27, 216508898
60330, 277300, 2017-06-20, 556842405
60331, 1282700, 2016-01-08, 703859872
60332, 626800, 2022-12-05, 254446644
60333, 485700, 2018-09-10, 407200259
60334, 1886600, 2016-01-25, 264088963
60335, 1724300, 2019-04-03, 531493326
60336, 877600, 2018-12-17, 668624795
60337, 1439700, 2020-12-24, 671417326
60338, 1965200, 2019-11-24, 422738644
60339, 1280200, 2017-05-21, 266978884
60340, 1307000, 2020-05-16, 200791653
60341, 696700, 2023-04-02, 418470626
60342, 1136400, 2023-11-21, 668729485
60343, 614000, 2023-08-03, 325393146
60344, 1331500, 2023-10-14, 200412684
60345, 273100, 2018-02-14, 335196810
60346, 1410800, 2016-06-20, 830004716
60347, 1129000, 2022-01-11, 435780724
60348, 206400, 2019-04-11, 722747238
60349, 636700, 2017-10-13, 704892523
60350, 747100, 2017-05-16, 598028692
60351, 1559100, 2022-12-05, 141640938
60352, 1874600, 2021-11-23, 316642288
60353, 826300, 2016-01-08, 177437492
60354, 661900, 2018-06-24, 993972499
60355, 997600, 2020-01-11, 524836266
60356, 496000, 2016-07-03, 141347490
60357, 1569000, 2020-06-11, 263740405
60358, 1395500, 2023-07-02, 677457505
60359, 742800, 2019-09-17, 489233214
60360, 530500, 2018-07-27, 599459524
60361, 1429500, 2021-09-24, 365281124
60362, 667800, 2021-10-19, 449528432
60363, 317500, 2022-07-19, 313215466
60364, 499200, 2018-03-04, 658416403
60365, 405900, 2019-06-03, 137335709
60366, 923600, 2021-10-04, 719234168
60367, 1205300, 2018-12-18, 260678326
60368, 1458900, 2020-01-27, 730016952
60369, 1685400, 2016-06-18, 949662528
60370, 797000, 2019-11-21, 527734937
60371, 1903500, 2017-03-31, 431614420
60372, 452900, 2019-06-06, 944807288
60373, 838400, 2019-10-26, 888735223
60374, 261400, 2021-05-21, 480001766
60375, 1475700, 2020-01-13, 485748421
60376, 1520200, 2021-05-25, 980445126
60377, 971000, 2018-12-18, 240696072
60378, 1932300, 2022-09-22, 537082678
60379, 328400, 2022-03-29, 650597947
60380, 1406100, 2017-07-22, 444112764
60381, 1358100, 2018-01-01, 803500334
60382, 1941700, 2019-05-03, 562576197
60383, 1458000, 2018-03-09, 270946847
60384, 1138700, 2022-04-04, 609300336
60385, 844700, 2020-05-22, 203177860
60386, 759800, 2022-09-21, 508382324
60387, 452900, 2022-12-25, 390521611
60388, 744800, 2019-07-24, 844835591
60389, 1905700, 2023-05-31, 716021543
60390, 729500, 2020-12-11, 513053561
60391, 1835800, 2023-07-17, 475486077
60392, 956000, 2022-07-05, 535660787
60393, 421300, 2022-07-04, 640139568
60394, 1763500, 2022-03-12, 955470834
60395, 1955900, 2021-07-18, 112129279
60396, 918000, 2023-02-22, 764195781
60397, 247400, 2019-08-18, 350303124
60398, 664900, 2021-10-29, 556431217
60399, 644600, 2023-08-25, 394316764
60400, 1345600, 2017-10-21, 489680357
60401, 1548500, 2016-05-20, 749258447
60402, 1964600, 2021-10-10, 313216012
60403, 289400, 2019-03-05, 587072455
60404, 1238100, 2018-01-21, 515987244
60405, 1702400, 2018-06-22, 693532526
60406, 907300, 2017-12-19, 862762915
60407, 1020500, 2022-07-28, 552591937
60408, 1765600, 2021-10-20, 762491789
60409, 1744000, 2018-06-26, 553301470
60410, 1930000, 2023-05-14, 787806515
60411, 305200, 2018-06-24, 295823614
60412, 1939000, 2020-09-10, 257647378
60413, 1856000, 2022-01-05, 377116249
60414, 485600, 2017-11-27, 258452312
60415, 1666900, 2021-10-29, 712784901
60416, 713600, 2022-12-08, 164897225
60417, 378100, 2018-11-18, 628011030
60418, 203200, 2016-09-11, 215398057
60419, 1945800, 2019-12-23, 751043031
60420, 381200, 2021-06-23, 810836819
60421, 1978700, 2021-01-28, 686929239
60422, 1420400, 2022-01-02, 683505069
60423, 1636100, 2016-09-25, 324610854
60424, 1616400, 2019-09-13, 994741990
60425, 1251300, 2023-06-25, 827677401
60426, 1218500, 2016-12-24, 335923802
60427, 1065100, 2023-02-12, 236429264
60428, 1350900, 2018-07-30, 648334305
60429, 908000, 2021-07-04, 642745123
60430, 1831900, 2021-11-19, 666853996
60431, 810000, 2022-06-24, 813153584
60432, 332500, 2022-03-30, 953877876
60433, 231700, 2017-04-16, 403922844
60434, 1374400, 2019-05-18, 966821255
60435, 1933800, 2019-04-27, 599973362
60436, 559500, 2021-04-29, 505585562
60437, 468800, 2021-02-18, 580338809
60438, 229500, 2021-08-09, 659189266
60439, 736300, 2019-06-27, 458567827
60440, 627600, 2017-02-11, 135023879
60441, 1095800, 2017-04-12, 895238019
60442, 1147800, 2019-06-27, 453632516
60443, 604200, 2021-11-26, 806217514
60444, 450900, 2017-05-03, 550722645
60445, 1391300, 2020-08-18, 147654372
60446, 358400, 2023-11-22, 196191259
60447, 1770600, 2020-12-16, 373843869
60448, 562100, 2022-01-09, 367097714
60449, 1768900, 2023-11-15, 347508100
60450, 320000, 2017-07-24, 250312159
60451, 529900, 2016-09-23, 715106116
60452, 1124300, 2017-04-20, 938563547
60453, 1608800, 2022-05-30, 354032329
60454, 248400, 2023-12-21, 404613088
60455, 1973300, 2016-09-26, 649286275
60456, 1313400, 2021-06-23, 252777241
60457, 1922900, 2021-08-18, 954914524
60458, 1163100, 2020-03-02, 423598723
60459, 1967000, 2023-07-29, 847906277
60460, 348700, 2018-09-12, 993610159
60461, 1120000, 2016-02-11, 951354775
60462, 725100, 2020-03-01, 678975705
60463, 1521500, 2018-07-24, 279937510
60464, 525500, 2021-12-09, 344507888
60465, 364300, 2017-06-10, 510705304
60466, 1092600, 2022-07-03, 126238016
60467, 976000, 2023-10-19, 928156581
60468, 543500, 2018-07-13, 487748127
60469, 285900, 2017-07-13, 817131590
60470, 668800, 2022-10-31, 326727714
60471, 613600, 2023-02-09, 222356633
60472, 1814500, 2022-09-13, 821334198
60473, 1243500, 2022-10-13, 496792707
60474, 812700, 2020-06-19, 281954523
60475, 1203400, 2022-07-04, 770641579
60476, 794600, 2021-05-09, 330993533
60477, 1227200, 2019-08-22, 560353791
60478, 1668900, 2017-05-25, 871159982
60479, 1500500, 2016-12-11, 821670534
60480, 1533300, 2018-08-02, 410197477
60481, 218300, 2018-10-02, 306718410
60482, 1594400, 2020-12-14, 900813568
60483, 1748600, 2023-10-27, 760743227
60484, 1888900, 2022-12-14, 680063269
60485, 1455000, 2022-12-20, 176987104
60486, 1979700, 2016-04-08, 867766556
60487, 1334600, 2018-11-03, 219384497
60488, 1577000, 2023-08-15, 544879023
60489, 593900, 2017-09-08, 611017112
60490, 771400, 2018-07-15, 182144037
60491, 1069100, 2019-08-06, 851036615
60492, 1860100, 2023-08-22, 136660408
60493, 1056600, 2021-01-30, 787747981
60494, 1439200, 2020-12-21, 463085466
60495, 343000, 2018-11-21, 497484996
60496, 494700, 2018-11-29, 902351290
60497, 1789800, 2023-11-21, 922764388
60498, 1516800, 2021-11-14, 845271043
60499, 1602600, 2018-08-12, 290204682
60500, 622700, 2016-06-09, 318493949
60501, 657400, 2017-02-16, 871298684
60502, 1199200, 2021-02-19, 879162122
60503, 1380500, 2020-04-28, 184229710
60504, 848200, 2018-07-06, 657863807
60505, 340600, 2021-06-11, 417744878
60506, 640600, 2021-06-17, 800208441
60507, 775400, 2020-08-13, 837441347
60508, 1759200, 2018-11-29, 767996444
60509, 1430900, 2020-06-08, 160662699
60510, 911500, 2017-11-17, 877629954
60511, 1667500, 2022-06-06, 162210399
60512, 202500, 2018-07-27, 174636084
60513, 481100, 2019-06-19, 125684234
60514, 806100, 2018-11-21, 835453136
60515, 264400, 2019-01-31, 280206976
60516, 1986800, 2019-09-10, 418075809
60517, 953800, 2020-06-04, 433306800
60518, 448000, 2021-09-13, 981076601
60519, 950800, 2023-08-01, 660357140
60520, 990900, 2017-06-20, 971901818
60521, 1333100, 2022-03-22, 430412514
60522, 507600, 2020-01-10, 575655431
60523, 374800, 2023-06-05, 758543300
60524, 396600, 2017-05-04, 530295854
60525, 1886600, 2023-01-28, 710274132
60526, 1378500, 2016-05-29, 876701526
60527, 1357000, 2018-01-10, 669480133
60528, 1383000, 2021-11-13, 798859044
60529, 1462200, 2018-09-29, 477165008
60530, 814600, 2022-04-16, 548290156
60531, 1776400, 2018-05-26, 757973100
60532, 1619600, 2021-06-09, 246178579
60533, 575700, 2022-03-03, 252706520
60534, 501700, 2022-12-19, 908650263
60535, 1785500, 2019-12-25, 672774975
60536, 1851400, 2023-10-18, 995385119
60537, 278400, 2023-01-09, 857316357
60538, 1781100, 2020-01-13, 353712664
60539, 1002300, 2021-10-23, 723401648
60540, 1218000, 2021-01-01, 890682229
60541, 572000, 2019-02-08, 304872094
60542, 1956400, 2017-10-22, 869249775
60543, 446600, 2017-07-19, 441977659
60544, 1312000, 2019-09-07, 212823765
60545, 206000, 2020-04-05, 989264642
60546, 732600, 2022-06-10, 952929451
60547, 1955900, 2017-11-30, 197717089
60548, 1336000, 2019-09-20, 540079872
60549, 970700, 2022-08-22, 833363666
60550, 608800, 2021-05-08, 860113776
60551, 1716300, 2023-04-01, 747164365
60552, 251500, 2022-02-27, 910833360
60553, 804100, 2021-02-23, 509345693
60554, 1784900, 2017-12-11, 654315062
60555, 1270100, 2023-01-22, 703190295
60556, 1772600, 2020-08-30, 820769485
60557, 1285900, 2017-04-14, 980029053
60558, 848200, 2018-09-01, 255421070
60559, 500400, 2016-12-05, 715999544
60560, 819900, 2016-01-25, 492100711
60561, 681000, 2019-11-24, 236730721
60562, 1301700, 2017-07-26, 765373683
60563, 1427700, 2018-10-27, 687806801
60564, 1511900, 2019-08-16, 558078168
60565, 1108600, 2020-06-02, 698381822
60566, 1112600, 2023-12-08, 584469672
60567, 1699600, 2018-06-29, 849218361
60568, 356800, 2018-03-25, 905216291
60569, 219100, 2018-12-26, 616765769
60570, 331800, 2023-07-30, 532175087
60571, 1223700, 2018-06-20, 729359595
60572, 696900, 2016-11-06, 695118828
60573, 1314100, 2017-05-19, 659117860
60574, 1698300, 2018-04-30, 472818156
60575, 1532400, 2020-11-04, 167973982
60576, 1914600, 2023-08-15, 363720699
60577, 329800, 2020-06-07, 629480519
60578, 736500, 2016-06-28, 947303306
60579, 1505100, 2017-04-21, 827368221
60580, 266700, 2019-07-02, 205678411
60581, 1168900, 2017-11-26, 743719146
60582, 759900, 2016-12-13, 688928859
60583, 1305900, 2017-04-02, 733274361
60584, 276700, 2020-12-27, 754096412
60585, 877000, 2023-09-05, 137820056
60586, 927300, 2017-06-01, 363921342
60587, 235200, 2016-07-04, 370810998
60588, 300800, 2019-12-07, 999966987
60589, 1177200, 2023-03-01, 214457526
60590, 1268000, 2023-05-23, 456881948
60591, 221300, 2018-08-16, 645719630
60592, 1280300, 2021-03-02, 693708828
60593, 1762400, 2019-08-27, 112455654
60594, 613600, 2022-11-20, 534824983
60595, 1385600, 2021-10-15, 354408029
60596, 1655900, 2022-02-11, 767264355
60597, 1085900, 2016-02-25, 758477954
60598, 1300900, 2017-06-08, 959411088
60599, 1077400, 2022-05-07, 263799484
60600, 286800, 2021-02-10, 139418301
60601, 1792500, 2017-12-18, 818054437
60602, 1305500, 2018-09-14, 605625953
60603, 646700, 2020-04-27, 410148539
60604, 546600, 2019-11-22, 311785808
60605, 1339800, 2021-10-29, 354618279
60606, 1221800, 2017-05-04, 760012162
60607, 245900, 2016-06-24, 991726368
60608, 1037100, 2021-09-13, 889219883
60609, 268400, 2020-02-16, 359057940
60610, 535500, 2020-10-25, 432369849
60611, 1116700, 2019-04-16, 951545223
60612, 812000, 2021-02-24, 703973230
60613, 633900, 2020-08-28, 327028717
60614, 979500, 2022-03-15, 240325011
60615, 1171400, 2021-12-23, 945429589
60616, 636000, 2019-09-07, 925515386
60617, 1367500, 2019-09-07, 884736306
60618, 1405500, 2018-06-19, 197870017
60619, 1452500, 2020-06-19, 198599341
60620, 985500, 2019-11-25, 929588736
60621, 1954700, 2020-05-19, 115466587
60622, 447300, 2022-04-29, 406084215
60623, 1786200, 2019-05-31, 479924554
60624, 569100, 2018-06-30, 408420916
60625, 1215700, 2017-11-15, 227555446
60626, 1608500, 2018-01-20, 514871324
60627, 237800, 2021-07-27, 835492177
60628, 1564600, 2023-03-03, 872711138
60629, 1281500, 2016-05-12, 677056668
60630, 1552300, 2017-04-06, 365654956
60631, 1187200, 2019-12-24, 131578975
60632, 334500, 2020-08-19, 389963234
60633, 440700, 2019-09-22, 758518807
60634, 1570900, 2023-01-11, 171236419
60635, 879600, 2016-01-19, 727639327
60636, 1003500, 2017-04-08, 872111289
60637, 458900, 2019-04-20, 411379837
60638, 1006600, 2016-04-30, 225649852
60639, 1834100, 2016-12-31, 817928065
60640, 1288900, 2023-03-25, 705921601
60641, 1063500, 2023-08-18, 190567623
60642, 1921500, 2022-10-16, 667079421
60643, 1000800, 2018-03-25, 209103119
60644, 1802000, 2023-09-01, 486469343
60645, 535700, 2019-01-22, 559599209
60646, 574300, 2023-06-07, 134044389
60647, 348900, 2021-01-02, 957539276
60648, 1348900, 2018-03-16, 628918989
60649, 1399000, 2023-07-13, 777649047
60650, 1051900, 2021-01-13, 362452841
60651, 1649400, 2016-05-31, 567543826
60652, 317200, 2023-04-02, 686741345
60653, 1215000, 2020-05-09, 732886165
60654, 1431900, 2023-11-24, 419139316
60655, 522900, 2022-08-12, 718794830
60656, 1246300, 2021-10-24, 265768465
60657, 943700, 2023-09-17, 700248933
60658, 672100, 2023-02-02, 991313251
60659, 1099000, 2021-04-29, 733504570
60660, 792900, 2021-11-22, 183360448
60661, 1614800, 2022-10-11, 274658118
60662, 833800, 2016-02-16, 728508618
60663, 644700, 2020-05-16, 962205503
60664, 1426900, 2020-07-28, 685880598
60665, 756500, 2023-03-24, 921576656
60666, 437200, 2019-02-19, 589796139
60667, 209700, 2023-12-01, 787643045
60668, 744900, 2022-10-21, 624504571
60669, 704900, 2022-11-26, 743202786
60670, 1870900, 2021-02-16, 634661689
60671, 531900, 2021-01-29, 333401756
60672, 1330600, 2023-12-11, 363802967
60673, 1828200, 2019-04-09, 469134350
60674, 207400, 2019-06-13, 774092119
60675, 676200, 2016-06-26, 713822336
60676, 1755800, 2019-10-09, 952809085
60677, 474200, 2019-05-17, 415790952
60678, 1898800, 2017-10-15, 172446878
60679, 1271000, 2018-11-20, 393237121
60680, 1007400, 2019-10-20, 284739870
60681, 1218800, 2019-09-05, 774153795
